Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
The Bourne Ultimatum,2007,115 min,"Action,Mystery,Thriller",8.0,85        ,"642,453",$227.47M,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
The Revenant,2015,156 min,"Action,Adventure,Drama",8.0,76        ,"823,910",$183.64M,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
The Incredibles,2004,115 min,"Animation,Action,Adventure",8.0,90        ,"756,705",$261.44M,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
Scent of a Woman,1992,156 min,Drama,8.0,59        ,"307,726",$63.90M,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
The Imitation Game,2014,114 min,"Biography,Drama,Thriller",8.0,71        ,"785,896",$91.13M,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
The Maltese Falcon,1941,100 min,"Crime,Film-Noir,Mystery",8.0,97        ,"161,685",$2.11M,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
Planet of the Apes,1968,112 min,"Adventure,Sci-Fi",8.0,79        ,"184,469",$33.40M,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.
Aladdin,1992,90 min,"Animation,Adventure,Comedy",8.0,86        ,"433,452",$217.35M,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
Big Fish,2003,125 min,"Adventure,Drama,Fantasy",8.0,58        ,"447,086",$66.26M,A frustrated son tries to determine the fact from fiction in his dying father's life.
Soul,2020,100 min,"Animation,Adventure,Comedy",8.0,83        ,"342,495",NA,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Rain Man,1988,133 min,Drama,8.0,65        ,"524,807",$178.80M,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
Groundhog Day,1993,101 min,"Comedy,Drama,Fantasy",8.0,72        ,"647,600",$70.91M,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
Twelve Monkeys,1995,129 min,"Mystery,Sci-Fi,Thriller",8.0,74        ,"627,537",$57.14M,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
Slumdog Millionaire,2008,120 min,"Crime,Drama,Romance",8.0,84        ,"856,675",$141.32M,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
Beauty and the Beast,1991,84 min,"Animation,Family,Fantasy",8.0,95        ,"462,551",$218.97M,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
Pâfekuto burû,1997,81 min,"Animation,Crime,Drama",8.0,67        ,"82,570",$0.78M,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
Magnolia,1999,188 min,Drama,8.0,78        ,"318,408",$22.46M,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley."
Akira,1988,124 min,"Animation,Action,Drama",8.0,67        ,"192,488",$0.55M,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
The Pursuit of Happyness,2006,117 min,"Biography,Drama",8.0,64        ,"527,650",$163.57M,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
Dog Day Afternoon,1975,125 min,"Biography,Crime,Drama",8.0,86        ,"262,633",$50.00M,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
JFK,1991,189 min,"Drama,History,Thriller",8.0,72        ,"161,217",$70.41M,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
Contratiempo,2016,106 min,"Crime,Drama,Mystery",8.0,NA,"181,854",NA,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
Lion,2016,118 min,"Biography,Drama",8.0,69        ,"241,799",$51.74M,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
Kill Bill: Vol. 2,2004,137 min,"Action,Crime,Thriller",8.0,83        ,"770,827",$66.21M,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
Rosemary's Baby,1968,137 min,"Drama,Horror",8.0,96        ,"222,577",NA,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors."
Blood Diamond,2006,143 min,"Adventure,Drama,Thriller",8.0,64        ,"561,456",$57.37M,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
Ip Man,2008,106 min,"Action,Biography,Drama",8.0,59        ,"227,673",NA,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
The King's Speech,2010,118 min,"Biography,Drama,History",8.0,88        ,"690,064",$138.80M,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
Young Frankenstein,1974,106 min,Comedy,8.0,83        ,"162,209",$86.30M,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
Rio Bravo,1959,141 min,"Drama,Western",8.0,93        ,"64,673",$12.54M,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
Do the Right Thing,1989,120 min,"Comedy,Drama",8.0,93        ,"105,643",$27.55M,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
Dogville,2003,178 min,"Crime,Drama",8.0,59        ,"152,305",$1.53M,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
Chung Hing sam lam,1994,102 min,"Comedy,Crime,Drama",8.0,78        ,"86,933",$0.60M,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
Papillon,1973,151 min,"Biography,Crime,Drama",8.0,58        ,"133,610",$53.27M,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
Roman Holiday,1953,118 min,"Comedy,Romance",8.0,78        ,"141,923",NA,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
What Ever Happened to Baby Jane?,1962,134 min,"Drama,Horror,Thriller",8.0,75        ,"58,492",$4.05M,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
Cinderella Man,2005,144 min,"Biography,Drama,Romance",8.0,69        ,"191,687",$61.65M,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
Bãhubali: The Beginning,2015,159 min,"Action,Drama",8.0,NA,"129,252",$6.74M,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples."
Annie Hall,1977,93 min,"Comedy,Romance",8.0,92        ,"269,675",$39.20M,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
Fiddler on the Roof,1971,181 min,"Drama,Family,Musical",8.0,67        ,"45,194",$80.50M,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
Sling Blade,1996,135 min,Drama,8.0,84        ,"95,845",$24.48M,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
Being There,1979,130 min,"Comedy,Drama",8.0,83        ,"74,503",$30.18M,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
High Noon,1952,85 min,"Drama,Thriller,Western",8.0,89        ,"106,506",$9.45M,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
The Last Picture Show,1971,118 min,"Drama,Romance",8.0,93        ,"49,759",$29.13M,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
Tenkû no shiro Rapyuta,1986,125 min,"Animation,Adventure,Family",8.0,78        ,"171,009",NA,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
Gandhi,1982,191 min,"Biography,Drama,History",8.0,79        ,"235,833",$52.77M,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
8½,1963,138 min,Drama,8.0,93        ,"120,717",$0.05M,A harried movie director retreats into his memories and fantasies.
Kaze no tani no Naushika,1984,117 min,"Animation,Adventure,Sci-Fi",8.0,86        ,"173,244",$0.50M,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
Solaris,1972,167 min,"Drama,Mystery,Sci-Fi",8.0,93        ,"94,013",NA,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
